emp_no,last_name,first_name,birth_date,titles,from_date,to_date
230579,Negoita,Shahar,1965-01-17,Staff/Senior Staff,1994-03-19,9999-01-01
87129,Neiman,Keung,1965-01-16,Staff,1997-04-13,9999-01-01
272141,Neiman,Tsutomu,1965-01-13,Staff/Senior Staff,1996-07-31,9999-01-01
84840,Neimat,Sverrir,1965-01-14,Staff,1996-11-03,9999-01-01
249799,Neimat,Jolita,1965-01-04,Engineer/Senior Engineer,1993-12-27,9999-01-01
93600,Neimat,Kristina,1965-01-13,Technique Leader,1988-04-18,9999-01-01
54795,Nergos,Sumant,1965-01-29,Senior Staff/Staff,1994-03-02,9999-01-01
257484,Nicolson,Shaowei,1965-01-01,Senior Staff/Staff,1986-12-07,9999-01-01
252316,Niizuma,Gill,1965-01-07,Engineer/Senior Engineer,1994-10-08,9999-01-01
91415,Nilsson,Jamaludin,1965-01-04,Senior Staff/Staff,1987-01-15,9999-01-01
266249,Nishimukai,Sumant,1965-01-15,Senior Staff,1991-03-28,9999-01-01
286573,Nishimukai,Nahum,1965-01-27,Senior Engineer/Engineer,1994-07-29,9999-01-01
70990,Nitta,Arumugam,1965-01-22,Senior Engineer,1990-03-23,9999-01-01
56415,Nivat,Sigeru,1965-01-30,Staff/Senior Staff,1991-10-24,9999-01-01
432399,Nollmann,Nitsan,1965-01-19,Engineer/Senior Engineer,1993-09-29,9999-01-01
446424,Nooteboom,DAIDA,1965-01-16,Senior Engineer/Engineer,1985-11-24,9999-01-01
204117,Nooteboom,Jessie,1965-01-10,Staff,2000-12-13,9999-01-01
10663,Noriega,Teunis,1965-01-09,Technique Leader,1999-02-12,9999-01-01
466603,Nourani,Yechezkel,1965-01-23,Staff/Senior Staff,1991-08-01,9999-01-01
464303,Nyrup,Abdelghani,1965-01-22,Staff/Senior Staff,1986-08-02,9999-01-01
35798,Oberman,Ulf,1965-01-29,Senior Engineer,1997-03-15,9999-01-01
470456,Oehlmann,Reuven,1965-01-13,Staff/Senior Staff,1986-03-29,9999-01-01
61377,Ohori,Dannz,1965-01-01,Senior Staff/Staff,1997-04-13,9999-01-01
71685,Olano,Kristinn,1965-01-01,Senior Engineer,1989-10-03,9999-01-01
433260,Olivero,Make,1965-02-01,Engineer/Assistant Engineer,1991-06-01,9999-01-01
236883,Olivero,Huan,1965-01-27,Staff,1999-11-19,9999-01-01
241667,Olivero,Atilio,1965-01-28,Engineer/Senior Engineer,1985-09-04,9999-01-01
244873,Oppitz,Arunachalam,1965-01-04,Staff/Senior Staff,1986-05-20,9999-01-01
418247,Oppitz,Oscar,1965-01-08,Senior Staff/Staff,2002-07-27,9999-01-01
220799,Orlowska,Perla,1965-01-17,Senior Engineer,1998-10-13,9999-01-01
450309,Orlowska,Gill,1965-01-08,Technique Leader,1986-12-25,9999-01-01
419953,Orlowski,Ung,1965-01-29,Staff/Senior Staff,1991-07-22,9999-01-01
38593,Orsini,Huei,1965-01-14,Engineer/Senior Engineer,1986-06-04,9999-01-01
416877,Orsini,Gio,1965-01-02,Senior Staff/Staff,1988-12-07,9999-01-01
406714,Ossenbruggen,Malu,1965-02-01,Staff/Senior Staff,1986-11-21,9999-01-01
454378,Ossenbruggen,Gina,1965-01-06,Technique Leader,1998-01-03,9999-01-01
418606,Otillio,Michaela,1965-01-11,Engineer,1994-01-05,9999-01-01
290563,Oxenboll,Shigehiro,1965-01-09,Senior Engineer,1986-02-26,9999-01-01
43848,Oxenboll,Phillip,1965-01-11,Engineer,1999-05-26,9999-01-01
287808,Ozeki,Vidar,1965-01-09,Technique Leader,1996-06-17,9999-01-01
451253,Ozeri,Jaihie,1965-01-15,Staff/Senior Staff,1991-06-21,9999-01-01
294857,Ozeri,Caolyn,1965-01-15,Engineer/Senior Engineer,1986-07-29,9999-01-01
477578,Paludetto,Marit,1965-01-23,Engineer/Senior Engineer,1990-09-30,9999-01-01
281859,Papastamatiou,Masanao,1965-01-17,Engineer/Senior Engineer,1985-11-25,9999-01-01
64828,Pappas,Krister,1965-01-27,Staff,1999-09-30,9999-01-01
61541,Papsdorf,Kasidit,1965-01-08,Senior Engineer/Engineer,1993-08-17,9999-01-01
257062,Pardalos,Stabislas,1965-01-24,Senior Engineer/Engineer,1989-06-21,9999-01-01
260501,Pargas,Dzung,1965-01-14,Technique Leader,1990-05-17,9999-01-01
242081,Pargas,Tomokazu,1965-01-12,Assistant Engineer/Engineer,1996-11-15,9999-01-01
491596,Pargas,Charmane,1965-01-21,Senior Engineer/Engineer,1992-08-03,9999-01-01
485253,Parhami,Gladys,1965-01-14,Senior Staff,1996-07-20,9999-01-01
24553,Passafiume,Anwar,1965-01-12,Senior Staff/Staff,1987-01-30,9999-01-01
446959,Passino,Aram,1965-01-29,Senior Engineer,1995-01-28,9999-01-01
445152,Peac,Heping,1965-01-09,Senior Staff/Staff,1985-03-20,9999-01-01
20128,Peak,Kazunori,1965-01-23,Senior Staff,1999-08-13,9999-01-01
412757,Peak,Leen,1965-01-03,Engineer,1999-11-20,9999-01-01
231671,Pearson,Chandrasekaran,1965-01-07,Staff,1995-04-14,9999-01-01
457411,Peck,Xudong,1965-01-13,Senior Engineer,1988-04-18,9999-01-01
71334,Peck,Cathie,1965-01-15,Engineer/Senior Engineer,2001-03-04,9999-01-01
482335,Peck,Kwangyoen,1965-01-26,Engineer,1994-01-16,9999-01-01
49119,Peek,Lena,1965-01-09,Engineer/Senior Engineer,1991-05-16,9999-01-01
35441,Peek,Chandrasekaran,1965-01-31,Engineer/Senior Engineer,1990-09-17,9999-01-01
31909,Peek,Murthy,1965-01-10,Engineer,2000-10-30,9999-01-01
256888,Pehl,Heather,1965-01-03,Staff,1993-09-15,9999-01-01
79606,Peir,Arnd,1965-01-03,Senior Engineer,1986-12-11,9999-01-01
498845,Pelc,Arumugam,1965-01-09,Senior Engineer,1999-11-13,9999-01-01
415187,Peltason,Juyoung,1965-01-03,Assistant Engineer,1998-09-01,9999-01-01
52778,Penn,Alain,1965-01-15,Technique Leader,1986-05-03,9999-01-01
93278,Penn,Magdalena,1965-02-01,Senior Engineer/Engineer,1997-01-04,9999-01-01
473299,Penn,Khaled,1965-01-12,Staff/Senior Staff,1992-05-19,9999-01-01
46000,Penn,Zhaofang,1965-01-26,Staff/Senior Staff,1997-07-24,9999-01-01
463023,Penn,Itzchak,1965-01-06,Staff,1999-01-21,9999-01-01
65883,Pepe,Patricia,1965-01-07,Senior Staff/Staff,1991-04-19,9999-01-01
435588,Pepe,Genta,1965-01-29,Senior Staff/Staff,1994-04-12,9999-01-01
100865,Peral,Hisao,1965-01-19,Engineer/Senior Engineer,1990-10-03,9999-01-01
32347,Peres,Terresa,1965-01-08,Staff/Senior Staff,1990-09-15,9999-01-01
24080,Perez,Jaana,1965-01-26,Technique Leader,1996-03-11,9999-01-01
82069,Perfilyeva,Yechezkel,1965-01-20,Senior Engineer/Engineer,1994-11-03,9999-01-01
449984,Perin,Hinrich,1965-02-01,Engineer/Senior Engineer,1985-11-20,9999-01-01
202403,Perko,Gully,1965-01-09,Engineer,1999-07-07,9999-01-01
201708,Perl,Anneli,1965-01-15,Senior Staff/Staff,1992-09-08,9999-01-01
213447,Perly,Armond,1965-02-01,Senior Engineer/Engineer,1989-09-14,9999-01-01
491632,Perly,Gadiel,1965-01-01,Senior Staff/Staff,1986-10-20,9999-01-01
478858,Perna,Hidekazu,1965-01-20,Staff,1999-11-08,9999-01-01
453913,Perng,Stein,1965-01-23,Staff/Senior Staff,1993-04-29,9999-01-01
252392,Peron,Sanjeeva,1965-01-01,Senior Engineer/Engineer,1993-12-26,9999-01-01
243077,Perz,Kazunori,1965-02-01,Senior Engineer,1999-02-25,9999-01-01
418309,Petereit,Danel,1965-01-24,Engineer/Senior Engineer,1985-02-21,9999-01-01
103316,Peternell,Susanne,1965-01-03,Engineer/Senior Engineer,1994-07-27,9999-01-01
274813,Pettey,Yefim,1965-01-10,Senior Staff/Staff,1993-08-07,9999-01-01
295262,Pews,Moon,1965-01-22,Assistant Engineer,1994-08-06,9999-01-01
498635,Pezzoli,Florian,1965-01-09,Staff/Senior Staff,1988-07-22,9999-01-01
27699,Pezzoli,Falguni,1965-01-15,Engineer,1996-12-23,9999-01-01
206836,Pfau,Guadalupe,1965-01-12,Senior Staff/Staff,1993-03-22,9999-01-01
295254,Pfau,Xuejun,1965-01-15,Staff/Senior Staff,1985-07-24,9999-01-01
65539,Picaronny,Aksel,1965-01-23,Engineer/Senior Engineer,1991-01-27,9999-01-01
77815,Picaronny,Ronghao,1965-01-21,Assistant Engineer/Engineer,1993-06-09,9999-01-01
52956,Picci,Khalil,1965-01-31,Senior Engineer/Engineer,1998-11-24,9999-01-01
457938,Picco,Arch,1965-01-14,Staff/Senior Staff,1997-10-22,9999-01-01
56682,Picco,Roded,1965-01-28,Assistant Engineer,1993-11-06,9999-01-01
406564,Picco,Parviz,1965-01-25,Engineer,1995-04-16,9999-01-01
454994,Picht,Mohan,1965-01-01,Engineer/Senior Engineer,1991-02-24,9999-01-01
465874,Picht,Herb,1965-01-12,Engineer/Assistant Engineer,1985-05-31,9999-01-01
475965,Pietracaprina,Rimon,1965-01-02,Engineer/Senior Engineer,1985-07-10,9999-01-01
454791,Pietracaprina,Xiaoqiu,1965-01-22,Senior Engineer,1994-07-09,9999-01-01
202950,Pietrzykowski,Giordano,1965-01-17,Senior Staff,1987-03-26,9999-01-01
64790,Piveteau,Shin,1965-01-29,Engineer/Senior Engineer,1985-04-19,9999-01-01
250452,Plavsic,Alexius,1965-01-14,Senior Engineer,2000-01-17,9999-01-01
457070,Plavsic,Gay,1965-01-25,Staff/Senior Staff,1987-08-06,9999-01-01
439377,Plessier,Mari,1965-01-28,Senior Engineer,1997-07-04,9999-01-01
266862,Plumb,Mart,1965-01-10,Senior Staff,1986-04-21,9999-01-01
228248,Plump,Yuriy,1965-01-09,Staff/Senior Staff,1988-09-08,9999-01-01
239067,Pocchiola,Tadahiko,1965-01-11,Staff,1996-04-02,9999-01-01
221369,Pocchiola,Abdulah,1965-01-28,Engineer,1996-08-28,9999-01-01
249325,Pokrovskii,Ute,1965-01-26,Staff,1997-06-09,9999-01-01
483401,Pokrovskii,Rosita,1965-01-10,Senior Staff,1996-08-03,9999-01-01
402827,Pollacia,Weidon,1965-01-28,Staff/Senior Staff,2002-03-24,9999-01-01
85445,Pollock,Yongdong,1965-01-09,Staff,1998-03-17,9999-01-01
59195,Pollock,Ronnie,1965-01-08,Technique Leader,1990-06-19,9999-01-01
450936,Ponthieu,Yuriy,1965-01-18,Staff/Senior Staff,1991-12-11,9999-01-01
492639,Porenta,Sanjoy,1965-01-30,Engineer,1997-07-10,9999-01-01
406125,Portugali,Georgi,1965-01-25,Technique Leader,1987-09-27,9999-01-01
30182,Potthoff,Leon,1965-01-26,Engineer/Senior Engineer,1985-12-08,9999-01-01
278386,Poujol,Caolyn,1965-01-15,Technique Leader,1995-12-03,9999-01-01
290467,Poulakidas,Shaowen,1965-01-29,Senior Staff/Staff,1987-04-15,9999-01-01
218022,Poupard,Mokhtar,1965-01-26,Technique Leader,1992-02-02,9999-01-01
494995,Pouyioutas,Yongmao,1965-01-04,Staff/Senior Staff,1989-08-24,9999-01-01
435305,Pramanik,Berthier,1965-01-21,Senior Staff/Staff,1993-01-23,9999-01-01
231459,Pramanik,Nectarios,1965-01-28,Assistant Engineer,1999-11-18,9999-01-01
413205,Prampolini,Mototsugu,1965-01-09,Senior Staff,1988-06-12,9999-01-01
275994,Prampolini,Uma,1965-01-29,Engineer/Senior Engineer,1991-02-21,9999-01-01
76201,Preusig,Arif,1965-01-10,Senior Engineer,1992-04-02,9999-01-01
476361,Preusig,Doohun,1965-01-09,Technique Leader,1993-04-28,9999-01-01
235325,Prochazka,Gro,1965-01-06,Engineer/Senior Engineer,1992-10-16,9999-01-01
74344,Provine,Hiroyasu,1965-02-01,Engineer,1994-11-25,9999-01-01
292146,Pulkowski,Khatoun,1965-01-09,Engineer,2002-01-09,9999-01-01
217080,Puoti,Masami,1965-01-12,Senior Engineer,2000-01-21,9999-01-01
230498,Puppo,Kolar,1965-01-15,Senior Engineer/Engineer,1990-04-25,9999-01-01
418298,Pusterhofer,Arvin,1965-01-08,Engineer/Senior Engineer,1995-03-02,9999-01-01
200363,Quaggetto,Kirk,1965-01-10,Senior Engineer/Engineer,1987-06-30,9999-01-01
225438,Quaggetto,Remmert,1965-01-14,Senior Staff/Staff,1992-04-28,9999-01-01
449815,Quittner,Fumitaka,1965-01-27,Staff/Senior Staff,1988-04-20,9999-01-01
220528,Rabehasaina,Sibyl,1965-01-06,Senior Staff,1998-02-23,9999-01-01
15413,Rabejac,Arvin,1965-01-17,Engineer/Senior Engineer,1994-01-01,9999-01-01
236315,Raczkowsky,IEEE,1965-01-31,Technique Leader,1996-07-24,9999-01-01
407522,Raczkowsky,Tommaso,1965-01-25,Staff,1996-08-29,9999-01-01
230126,Radivojevic,Bezalel,1965-01-31,Senior Staff/Staff,1988-07-02,9999-01-01
260361,Rahier,Reinhold,1965-01-25,Engineer,1997-10-09,9999-01-01
480178,Rahier,Uinam,1965-01-03,Senior Staff/Staff,1991-02-10,9999-01-01
453760,Rajala,Ewing,1965-01-13,Senior Staff/Staff,1996-06-21,9999-01-01
426235,Rajala,Danco,1965-01-31,Staff/Senior Staff,1991-03-29,9999-01-01
36982,Rajala,Kotesh,1965-01-22,Senior Engineer/Engineer,1992-06-23,9999-01-01
95416,Ramaiah,Gianluca,1965-01-13,Engineer,1993-11-29,9999-01-01
427320,Ramamoorthy,Mamdouh,1965-01-13,Senior Engineer,2000-01-13,9999-01-01
40765,Ramsak,Michaela,1965-01-01,Senior Staff/Staff,1992-12-21,9999-01-01
261986,Ramsak,Gila,1965-01-21,Senior Engineer,1997-05-13,9999-01-01
232697,Ramsak,Barry,1965-01-23,Senior Engineer/Engineer,1990-09-07,9999-01-01
443873,Ramsay,Vatsa,1965-01-20,Staff/Senior Staff,2000-06-16,9999-01-01
450888,Rande,Sedat,1965-01-03,Senior Staff/Staff,1995-03-25,9999-01-01
38043,Randi,Michaela,1965-01-05,Senior Engineer/Engineer,1985-11-23,9999-01-01
276445,Randi,Atilio,1965-01-27,Senior Engineer/Engineer,1988-07-02,9999-01-01
421033,Randt,Garnik,1965-01-14,Staff/Senior Staff,1989-12-23,9999-01-01
487008,Raney,Zhigen,1965-01-22,Senior Staff,1993-05-26,9999-01-01
425780,Range,Paris,1965-01-15,Senior Staff/Staff,1989-10-25,9999-01-01
287713,Ranka,Aamod,1965-01-23,Senior Staff,1992-12-07,9999-01-01
457489,Ranst,Berna,1965-01-24,Senior Engineer/Engineer,1985-05-14,9999-01-01
431887,Ranst,Poorav,1965-01-05,Senior Engineer,1996-06-01,9999-01-01
284717,Ranta,Gal,1965-01-11,Engineer/Senior Engineer,1992-11-07,9999-01-01
427571,Ranta,Torsten,1965-01-20,Senior Engineer/Engineer,1995-07-03,9999-01-01
211879,Ranze,Gao,1965-01-12,Engineer/Senior Engineer,1994-11-24,9999-01-01
263370,Ranze,Shakhar,1965-01-03,Staff,1999-05-29,9999-01-01
210786,Ranze,Werner,1965-01-31,Staff,1998-06-05,9999-01-01
450934,Raoux,Chanjung,1965-01-23,Engineer/Senior Engineer,1992-05-25,9999-01-01
68633,Rassart,Chinhyun,1965-01-28,Senior Engineer,1993-07-29,9999-01-01
492052,Ratnakar,Udo,1965-01-11,Staff,1999-11-30,9999-01-01
297431,Ratnakar,Cathie,1965-01-12,Senior Staff,1996-06-23,9999-01-01
88647,Ratnaker,Vasiliy,1965-01-10,Engineer,1995-08-09,9999-01-01
78106,Ratnaker,Ashish,1965-01-09,Senior Staff,2000-01-17,9999-01-01
211858,Ratnaker,Domenico,1965-01-08,Engineer/Senior Engineer,1985-03-24,9999-01-01
244308,Rebaine,Mokhtar,1965-01-10,Staff/Senior Staff,1991-07-23,9999-01-01
64487,Rebaine,Tsutomu,1965-01-27,Engineer/Senior Engineer,1986-09-17,9999-01-01
284687,Redmiles,Oksana,1965-01-15,Senior Engineer/Engineer,1985-06-22,9999-01-01
69219,Redmiles,Shuky,1965-01-09,Senior Staff,1994-11-19,9999-01-01
99057,Reeken,Shugo,1965-01-30,Staff,1999-06-21,9999-01-01
219967,Reeken,Susanna,1965-01-16,Senior Staff,1998-03-16,9999-01-01
105342,Reeker,Kwun,1965-01-01,Technique Leader,1999-07-29,9999-01-01
424930,Reeker,Xuejun,1965-01-19,Senior Staff/Staff,1988-11-18,9999-01-01
473490,Reeker,Pantung,1965-01-06,Staff/Senior Staff,1992-05-11,9999-01-01
496100,Reinhard,Pranjal,1965-01-07,Staff,1995-05-08,9999-01-01
236591,Reinhard,Insup,1965-01-11,Senior Staff/Staff,1985-04-08,9999-01-01
36733,Reinhard,Uma,1965-01-04,Staff,1997-11-01,9999-01-01
258028,Reinhart,Mountaz,1965-01-07,Engineer,2001-07-03,9999-01-01
490568,Reistad,Zita,1965-01-01,Senior Engineer,1998-07-23,9999-01-01
225867,Remmele,Ramalingam,1965-01-26,Senior Engineer,1999-09-03,9999-01-01
486918,Remmers,Yagil,1965-01-18,Senior Staff,1994-11-01,9999-01-01
42778,Remmers,Shuji,1965-01-19,Staff/Senior Staff,1987-12-18,9999-01-01
488707,Remmers,Mihalis,1965-01-16,Senior Staff/Staff,1990-03-01,9999-01-01
56105,Remmers,Makato,1965-01-11,Engineer/Senior Engineer,1989-04-16,9999-01-01
284691,Ressouche,Theron,1965-01-04,Senior Engineer/Engineer,1988-08-17,9999-01-01
447613,Restivo,Paris,1965-01-15,Engineer/Senior Engineer,1986-11-21,9999-01-01
402718,Rettelbach,Jeanna,1965-01-17,Senior Engineer/Engineer,1990-02-14,9999-01-01
262636,Reutenauer,Tamiya,1965-01-04,Senior Engineer,1992-04-10,9999-01-01
233690,Riefers,Cedric,1965-01-17,Engineer,1994-09-08,9999-01-01
59869,Riefers,Zsolt,1965-02-01,Staff/Senior Staff,1987-09-25,9999-01-01
410433,Riesenhuber,Kazuhisa,1965-01-19,Senior Engineer,1992-10-06,9999-01-01
236827,Rijckaert,Almudena,1965-01-28,Engineer/Senior Engineer,1994-02-16,9999-01-01
469529,Rikino,Neven,1965-01-07,Senior Engineer/Engineer,1988-10-21,9999-01-01
82928,Rikino,Alselm,1965-01-27,Engineer/Senior Engineer,1990-11-16,9999-01-01
467392,Rikino,Mariusz,1965-01-07,Engineer/Senior Engineer,1995-04-13,9999-01-01
290009,Rindone,Zijian,1965-01-22,Staff/Senior Staff,1989-07-09,9999-01-01
50293,Rindone,Xinan,1965-01-26,Engineer,1996-10-08,9999-01-01
459172,Rissanen,Val,1965-01-19,Assistant Engineer/Engineer,1993-11-20,9999-01-01
44054,Ritcey,Alenka,1965-01-18,Engineer,1997-02-09,9999-01-01
274271,Ritcey,Prodip,1965-01-10,Staff/Senior Staff,1986-09-10,9999-01-01
255466,Roccetti,Huan,1965-01-18,Senior Engineer,1985-07-03,9999-01-01
87729,Roccetti,Yongmin,1965-01-24,Staff/Senior Staff,1986-12-10,9999-01-01
26629,Rodham,Nevin,1965-01-28,Senior Staff,1998-12-14,9999-01-01
51060,Rohrbach,Youngkon,1965-01-15,Engineer/Senior Engineer,1989-10-20,9999-01-01
430558,Roisin,Xiong,1965-01-07,Engineer/Senior Engineer,1988-03-01,9999-01-01
17731,Roison,Gennady,1965-01-16,Engineer/Assistant Engineer,1989-12-06,9999-01-01
445723,Roison,Gaurav,1965-01-31,Staff/Senior Staff,1991-07-12,9999-01-01
67548,Roohalamini,Fumitaka,1965-01-11,Staff,1998-06-27,9999-01-01
429381,Roohalamini,Limsoon,1965-01-06,Staff/Senior Staff,1986-11-26,9999-01-01
66807,Rosaz,Aiman,1965-01-21,Senior Engineer/Engineer,1990-05-22,9999-01-01
428195,Rosca,Hatsukazu,1965-01-11,Staff/Senior Staff,1993-08-02,9999-01-01
288893,Rosenbaum,Bedrich,1965-01-30,Engineer/Senior Engineer,1991-01-27,9999-01-01
453070,Rosenbaum,Aran,1965-01-06,Staff/Senior Staff,1991-04-25,9999-01-01
294461,Rosiles,Siddarth,1965-01-14,Senior Engineer,1985-11-18,9999-01-01
27686,Rosiles,Manu,1965-01-28,Senior Staff,1998-03-03,9999-01-01
85216,Rosiles,Ferdinand,1965-01-18,Senior Staff,1997-07-08,9999-01-01
434936,Rosis,Sahrah,1965-01-15,Engineer/Senior Engineer,1994-06-24,9999-01-01
463212,Rossi,Ramya,1965-01-09,Senior Engineer,2001-09-02,9999-01-01
89664,Rossi,Pranjal,1965-01-20,Staff,1998-07-07,9999-01-01
440435,Rosti,Sandeepan,1965-01-03,Senior Engineer,1991-11-26,9999-01-01
69867,Rothe,Miyeon,1965-01-22,Staff/Senior Staff,1991-04-09,9999-01-01
89590,Rothenberg,Guther,1965-01-27,Staff/Senior Staff,1991-08-08,9999-01-01
277316,Rothenberg,Vitali,1965-01-03,Staff/Senior Staff,1989-10-04,9999-01-01
208147,Rothenberg,Manu,1965-01-09,Senior Engineer/Engineer,1988-12-06,9999-01-01
20885,Rothenberg,Otmar,1965-01-21,Engineer/Senior Engineer,1989-03-14,9999-01-01
447135,Rouquie,Gennady,1965-01-31,Senior Staff,1989-08-24,9999-01-01
232209,Rouquie,Nitsan,1965-01-11,Engineer/Senior Engineer,1988-08-01,9999-01-01
18424,Rousseau,Filipp,1965-01-19,Senior Engineer/Engineer,1995-06-07,9999-01-01
227681,Rousseau,Mikhail,1965-01-30,Staff,1998-11-30,9999-01-01
24205,Rubsam,Roddy,1965-01-25,Senior Engineer,1993-09-19,9999-01-01
486956,Ruemmler,Matt,1965-01-01,Engineer,1993-10-14,9999-01-01
38947,Ruemmler,Shuichi,1965-01-25,Senior Staff/Staff,1998-04-08,9999-01-01
294446,Ruemmler,Claudi,1965-01-27,Staff,1999-08-13,9999-01-01
469399,Ruemmler,Hongzhu,1965-01-25,Engineer,2000-06-06,9999-01-01
484756,Ruemmler,Phule,1965-01-16,Engineer/Senior Engineer,1990-08-09,9999-01-01
444487,Rullman,Udi,1965-01-03,Senior Engineer,1994-04-09,9999-01-01
61873,Rusmann,Woody,1965-01-19,Assistant Engineer/Engineer,1993-02-26,9999-01-01
266881,Sabnani,Mokhtar,1965-01-11,Staff/Senior Staff,1997-02-04,9999-01-01
44540,Sadowski,Mingzeng,1965-01-16,Senior Engineer,1989-11-12,9999-01-01
265521,Salverda,Kensei,1965-01-04,Engineer/Senior Engineer,1993-05-25,9999-01-01
59966,Salvesen,Steen,1965-01-28,Technique Leader,1993-02-03,9999-01-01
490720,Samarati,Younwoo,1965-01-19,Senior Engineer,2002-05-18,9999-01-01
108198,Samarati,Randi,1965-01-24,Senior Staff/Staff,1992-10-20,9999-01-01
30938,Samarati,Yakkov,1965-01-06,Staff/Senior Staff,1997-10-10,9999-01-01
276868,Sanella,Alois,1965-01-19,Staff,1998-03-13,9999-01-01
468360,Saoudi,Huei,1965-01-12,Technique Leader,1994-08-10,9999-01-01
202552,Saoudi,Morris,1965-01-05,Engineer/Senior Engineer,1991-11-22,9999-01-01
297232,Saoudi,Lokesh,1965-01-16,Senior Staff,1999-05-25,9999-01-01
55857,Scallan,Adin,1965-01-18,Staff/Senior Staff,1987-09-15,9999-01-01
63441,Scallan,Hinrich,1965-01-15,Staff,1999-04-04,9999-01-01
447232,Schaaf,Aleksander,1965-01-22,Staff/Senior Staff,2000-01-10,9999-01-01
77647,Schaaf,Niranjan,1965-01-07,Technique Leader,1989-11-05,9999-01-01
48690,Schaap,Hitomi,1965-01-12,Staff,1999-09-27,9999-01-01
229547,Schach,Moni,1965-01-03,Staff/Senior Staff,1986-07-04,9999-01-01
109278,Schach,Bangqing,1965-01-21,Staff/Senior Staff,1988-03-22,9999-01-01
277420,Schach,Rayond,1965-01-16,Senior Engineer/Engineer,1995-04-22,9999-01-01
208653,Schade,Phillip,1965-01-23,Engineer/Senior Engineer,1989-03-03,9999-01-01
53874,Schade,Bodo,1965-01-23,Staff/Senior Staff,1986-02-14,9999-01-01
487988,Schaft,Ekawit,1965-01-05,Staff/Senior Staff,1990-05-20,9999-01-01
247089,Schahn,Seongbae,1965-01-17,Staff/Senior Staff,1992-12-10,9999-01-01
16461,Schahn,Remmert,1965-01-14,Senior Staff/Staff,1986-09-06,9999-01-01
31514,Schapire,Harngdar,1965-01-13,Engineer/Senior Engineer,1996-11-09,9999-01-01
222616,Schapire,Badri,1965-02-01,Assistant Engineer,1998-01-19,9999-01-01
71188,Schapiro,Pranjal,1965-01-02,Staff/Senior Staff,1986-12-14,9999-01-01
41518,Schapiro,Keung,1965-01-11,Senior Engineer,2001-02-08,9999-01-01
440450,Scharstein,Tzvetan,1965-01-16,Staff/Senior Staff,1994-06-16,9999-01-01
476055,Schlumberger,Girolamo,1965-01-03,Senior Staff/Staff,1993-03-07,9999-01-01
222354,Schlumberger,Valdiodio,1965-01-15,Assistant Engineer/Engineer,1993-08-07,9999-01-01
429231,Schmiedel,Kazuyasu,1965-01-09,Senior Staff/Staff,1985-09-07,9999-01-01
202291,Schmiedel,Ortrun,1965-01-16,Engineer,1997-07-18,9999-01-01
463099,Schmiedel,Jinxi,1965-01-15,Senior Staff/Staff,1990-09-21,9999-01-01
227476,Schnabel,Macha,1965-01-11,Senior Engineer/Engineer,1988-05-11,9999-01-01
414662,Schneeberger,Ipke,1965-01-21,Senior Engineer/Engineer,1985-09-20,9999-01-01
478170,Schoegge,Doowon,1965-01-22,Assistant Engineer/Engineer,1995-04-13,9999-01-01
64209,Schoegge,Golgen,1965-01-24,Senior Staff,1988-02-26,9999-01-01
444643,Schonegge,Berna,1965-01-18,Staff,1998-06-28,9999-01-01
456767,Schreiter,Tetsurou,1965-01-24,Staff/Senior Staff,1987-07-17,9999-01-01
207204,Schrooten,Kellie,1965-01-25,Engineer/Assistant Engineer,1991-01-17,9999-01-01
106096,Schurmann,Naftali,1965-01-14,Engineer/Senior Engineer,1992-12-02,9999-01-01
401278,Schurmann,Oguz,1965-01-16,Engineer/Assistant Engineer,1986-11-11,9999-01-01
435289,Schurmann,Feixiong,1965-01-04,Senior Staff/Staff,1987-02-15,9999-01-01
12643,Schurmann,Morrie,1965-01-30,Staff,1998-12-31,9999-01-01
454825,Schusler,Kamakshi,1965-01-02,Senior Engineer/Engineer,1995-05-25,9999-01-01
44900,Schwaller,Mark,1965-01-05,Senior Staff/Staff,1994-08-10,9999-01-01
263926,Schwartzbauer,Fusako,1965-01-03,Staff/Senior Staff,1985-04-07,9999-01-01
91182,Schwartzburd,Lucien,1965-01-04,Engineer/Senior Engineer,1988-08-25,9999-01-01
68608,Seghrouchni,Yucai,1965-01-26,Senior Engineer/Engineer,1989-06-09,9999-01-01
10291,Seghrouchni,Dipayan,1965-01-23,Staff/Senior Staff,1987-03-30,9999-01-01
10933,Seghrouchni,Juyoung,1965-01-24,Senior Engineer,1993-08-02,9999-01-01
86354,Segond,Ronghao,1965-01-27,Senior Engineer,1993-09-13,9999-01-01
64532,Segond,Atilio,1965-01-23,Senior Engineer/Engineer,1990-11-29,9999-01-01
54198,Segond,Shaowen,1965-01-01,Senior Engineer/Engineer,1986-01-06,9999-01-01
429087,Senzako,Hugh,1965-01-27,Technique Leader,1992-10-15,9999-01-01
282333,Serdy,Nahla,1965-01-25,Senior Staff/Staff,1993-09-09,9999-01-01
266310,Serdy,Zvonko,1965-01-23,Senior Staff/Staff,1987-06-24,9999-01-01
433157,Serna,Tomofumi,1965-01-16,Staff,1999-10-23,9999-01-01
54632,Serot,Etsuo,1965-01-19,Senior Staff/Staff,1989-06-14,9999-01-01
295411,Serot,Chiranjit,1965-01-18,Staff,1997-04-04,9999-01-01
217800,Servieres,Shay,1965-02-01,Senior Staff,1998-08-06,9999-01-01
