emp_no,first_name,last_name,title,from_date,salary
486720,Gou,Kumaresan,Engineer,1986-06-15,41944
11251,Bezalel,Chinal,Staff,1986-06-15,69432
226093,Werner,Iacovou,Staff,1986-06-15,60634
85624,Ayonca,Keustermans,Staff,1986-06-15,57477
245653,Padma,Brlek,Staff,1986-06-15,40000
100046,Jayson,Jumpertz,Engineer,1986-06-14,40000
246930,Kitty,Anguita,Senior Engineer,1986-06-14,67266
488806,Huican,Ranon,Senior Engineer,1986-06-14,40000
298616,Kenton,Pettit,Staff,1986-06-14,65891
53138,Parke,Schaaf,Engineer,1986-06-14,40000
499438,Tse,Kalsbeek,Engineer,1986-06-14,40000
97512,Djelloul,DeMori,Engineer,1986-06-14,40000
209356,Tesuro,Jansen,Staff,1986-06-14,66004
215142,Danil,Kushner,Staff,1986-06-14,59412
439864,Izaskun,Spelt,Engineer,1986-06-13,40000
89669,Ult,Miake,Technique Leader,1986-06-13,40000
245719,Ayonca,Lowrie,Staff,1986-06-13,58905
18274,Yefim,Karnin,Staff,1986-06-13,63753
14237,Abdulla,Gerlach,Engineer,1986-06-13,57219
408294,Khalil,Baek,Staff,1986-06-13,49703
280796,Shigenori,Lundstrom,Engineer,1986-06-13,49048
19667,Munenori,Matzel,Staff,1986-06-13,52876
83756,Constantijn,Esposito,Engineer,1986-06-13,41515
283777,Nectarios,Sridhar,Assistant Engineer,1986-06-13,40000
32891,Vasilis,Ozeki,Engineer,1986-06-13,40000
497643,Ipke,Dahlbom,Staff,1986-06-13,44382
58410,Samphel,Bennis,Staff,1986-06-13,56996
270630,Masaru,Lortz,Staff,1986-06-13,40000
107825,Shounak,Hemaspaandra,Assistant Engineer,1986-06-13,40000
294069,Fei,Stellhorn,Engineer,1986-06-13,40000
481339,Zijian,Thorensen,Staff,1986-06-13,40000
293016,Magdalena,Kemmerer,Engineer,1986-06-13,43881
415749,Ravishankar,Nittel,Staff,1986-06-13,70972
38879,Tsz,Morton,Assistant Engineer,1986-06-13,40000
282713,Sedat,Hertweck,Assistant Engineer,1986-06-13,60984
476865,Vasilis,Imataki,Engineer,1986-06-13,49365
67609,Poornachandra,Berztiss,Staff,1986-06-12,58305
221388,Gao,Lund,Senior Engineer,1986-06-12,57948
448585,Shin,Makrucki,Engineer,1986-06-12,40000
92983,Masoud,Rosca,Assistant Engineer,1986-06-12,48444
211063,Rafols,Mahmud,Staff,1986-06-12,42707
264345,Foong,Moffat,Engineer,1986-06-12,53344
19467,Mitchel,Ecklund,Staff,1986-06-11,40000
11180,Mitsuyuki,Bojadziev,Engineer,1986-06-11,40000
433096,Palash,Brookman,Engineer,1986-06-11,40000
295063,Fumino,Dulay,Senior Engineer,1986-06-11,40000
494783,Yunming,Swab,Senior Engineer,1986-06-11,40000
255984,Stein,Kulisch,Engineer,1986-06-11,40000
217109,Arra,Ossenbruggen,Engineer,1986-06-11,40000
252159,Collette,Shobatake,Engineer,1986-06-11,53265
414674,Guozhong,Stemann,Staff,1986-06-10,40000
99299,Sachem,Claffy,Assistant Engineer,1986-06-10,52523
279776,Mohammed,Moehrke,Staff,1986-06-10,108388
104504,Waiman,Kilgore,Engineer,1986-06-10,44682
74258,Apostol,Hemaspaandra,Staff,1986-06-10,40000
53259,Francoise,Zirintsis,Staff,1986-06-10,45141
63570,Randy,Sudkamp,Engineer,1986-06-10,71136
281234,Harngdar,Falby,Technique Leader,1986-06-10,40000
105935,Danai,Koshiba,Staff,1986-06-10,49967
13385,Claudi,Buchter,Senior Staff,1986-06-10,40000
473644,Ortrun,Makrucki,Staff,1986-06-10,42702
416294,Tianruo,Conte,Staff,1986-06-09,78602
479125,Parviz,Rindone,Assistant Engineer,1986-06-09,40000
214955,Yunming,Puppo,Staff,1986-06-09,88550
476364,Yongmao,Takanami,Staff,1986-06-09,71924
450480,Macha,Speer,Engineer,1986-06-09,40000
91401,Taegyun,Fetvedt,Engineer,1986-06-09,40000
279451,Pasqua,Qiwen,Staff,1986-06-09,94698
272419,Masanao,Kuhnemann,Staff,1986-06-09,61273
91457,Volkmar,Schusler,Senior Staff,1986-06-09,85084
469509,Constantijn,Kaiserswerth,Engineer,1986-06-09,65172
402017,Phuoc,Saoudi,Assistant Engineer,1986-06-09,45055
470861,Gian,Schaad,Engineer,1986-06-09,51818
50807,Muneo,Conde,Staff,1986-06-09,42635
255966,Shay,McFarlin,Staff,1986-06-09,47677
38474,Hsiangchu,Wrigley,Staff,1986-06-09,40000
69360,Lenore,Hanratty,Engineer,1986-06-08,45273
79900,Mong,Luck,Staff,1986-06-08,40000
427503,Goetz,Kushner,Engineer,1986-06-08,46060
220009,Billie,Kakkad,Staff,1986-06-08,49553
491211,Lansing,Milicic,Staff,1986-06-08,40000
238764,Fen,Candan,Staff,1986-06-08,46643
428528,Vishv,Leivant,Senior Engineer,1986-06-08,40000
487285,Augustine,Minakawa,Senior Engineer,1986-06-08,72097
412789,Shooichi,Morris,Engineer,1986-06-08,42603
224612,Marsha,Munck,Staff,1986-06-08,48493
258193,Shaz,Calkin,Senior Engineer,1986-06-07,40960
41909,Toshimitsu,McAlpine,Engineer,1986-06-07,40000
244437,Yinlin,Rikino,Engineer,1986-06-07,40000
453972,Shem,Molenaar,Staff,1986-06-07,57105
267682,Baoqiu,dAstous,Staff,1986-06-07,40000
227487,Bodo,Nishimukai,Engineer,1986-06-07,43199
44644,Shigenori,Mitchem,Engineer,1986-06-07,40000
420622,Susanna,Katzenelson,Senior Staff,1986-06-07,71436
240679,Toshimo,Jullig,Senior Engineer,1986-06-07,40000
291312,Oscar,Rosen,Engineer,1986-06-07,40000
64703,Trygve,Fiebach,Staff,1986-06-07,47643
241842,Kokou,Staudhammer,Staff,1986-06-07,50975
273831,Kousuke,Farrar,Staff,1986-06-07,65524
80665,Angel,Angot,Staff,1986-06-06,64768
401264,Jahangir,Ballarin,Engineer,1986-06-06,40000
498975,Yuriy,Daescu,Engineer,1986-06-06,40000
18261,Shridhar,Baak,Senior Engineer,1986-06-06,40000
71113,Anwar,Atrawala,Staff,1986-06-06,40000
64495,Bilhanan,Bazelow,Staff,1986-06-06,42062
458147,Erzsebet,Ramsey,Senior Staff,1986-06-06,82713
212706,Fai,Remmers,Senior Engineer,1986-06-06,48652
82162,Shigeo,Kroft,Engineer,1986-06-06,46363
489782,Jiong,Schnabel,Assistant Engineer,1986-06-06,60818
492750,Akeno,Sewelson,Engineer,1986-06-06,47252
264728,Izaskun,Setia,Senior Engineer,1986-06-06,46302
255895,Moto,Hennebert,Engineer,1986-06-06,64698
93445,Shahaf,Imataki,Staff,1986-06-06,40000
290797,Feiyu,Boissier,Staff,1986-06-05,48650
489365,Adhemar,Validov,Engineer,1986-06-05,58626
92802,Alair,Luks,Staff,1986-06-05,76564
12501,Morrie,Matheson,Senior Staff,1986-06-05,76082
487677,Danny,Kilgour,Engineer,1986-06-05,41772
282221,Soenke,Kriebel,Engineer,1986-06-05,49743
419062,Stafford,Walstra,Assistant Engineer,1986-06-05,70299
421860,Masali,Cyre,Senior Engineer,1986-06-05,49814
251703,Djelloul,Chelton,Staff,1986-06-05,45965
496384,Remco,Coors,Senior Staff,1986-06-05,40000
84255,Ramalingam,Nations,Staff,1986-06-05,44357
106463,Janalee,Poulakidas,Staff,1986-06-05,41222
439560,Peternela,Legleitner,Staff,1986-06-05,40000
437181,Hiroyasu,Stellhorn,Engineer,1986-06-05,54357
250685,Mohammad,Remmers,Engineer,1986-06-05,40000
31650,Neven,Savasere,Staff,1986-06-05,75830
472574,Mingdong,Stassinopoulos,Technique Leader,1986-06-05,40000
105304,Nikolaus,Steinauer,Engineer,1986-06-05,42004
495007,Moni,Borovoy,Technique Leader,1986-06-05,52013
291663,Mansur,Lortz,Senior Engineer,1986-06-04,57827
222538,Cullen,Carrere,Engineer,1986-06-04,42182
464010,Constantijn,Uhrig,Staff,1986-06-04,53989
420394,Khun,Worfolk,Senior Staff,1986-06-04,85143
77225,Tomokazu,Cannard,Engineer,1986-06-04,40000
423326,Idoia,Cullers,Engineer,1986-06-04,40000
79765,Gonzalo,Danecki,Staff,1986-06-04,55420
437178,Radhika,Suwa,Engineer,1986-06-04,50281
216885,Fumiya,Leuchs,Engineer,1986-06-04,42578
468550,Richard,Hiroyama,Senior Staff,1986-06-04,86092
237773,Eberhardt,Iwayama,Engineer,1986-06-04,50863
41304,Kristian,Ulupinar,Engineer,1986-06-04,40000
30648,Macha,Chartres,Senior Engineer,1986-06-04,40000
102147,Kristen,Miyakawa,Senior Staff,1986-06-04,52372
267249,Ziya,Range,Staff,1986-06-04,49634
291376,Fai,Jahnichen,Engineer,1986-06-03,40000
41583,Holgard,Thorensen,Technique Leader,1986-06-03,57443
419069,Koichi,Setlzner,Staff,1986-06-03,40000
485192,Ronghao,Alpin,Engineer,1986-06-03,43500
100384,Richara,Yurek,Engineer,1986-06-03,42995
414378,Malu,Sinicrope,Senior Staff,1986-06-03,42746
101719,Nadjib,Wolniewicz,Engineer,1986-06-03,51059
31286,Marsha,Magliocco,Engineer,1986-06-03,48847
18547,Gladys,Sankaranarayanan,Engineer,1986-06-03,40000
61197,Roselyn,Cannard,Assistant Engineer,1986-06-03,40000
489890,Bezalel,Hebert,Staff,1986-06-03,54681
54674,Fumino,Kaiserswerth,Senior Staff,1986-06-03,76364
279143,Marl,Krohm,Engineer,1986-06-03,66490
250819,Tommaso,Huhdanpaa,Staff,1986-06-03,79004
213362,Emdad,Vendrig,Senior Engineer,1986-06-03,57813
250129,Karoline,Duclos,Assistant Engineer,1986-06-03,40000
454745,Marjo,Vigier,Engineer,1986-06-02,60519
27708,Dayanand,Gill,Staff,1986-06-02,40000
406631,Yuguang,Gulik,Technique Leader,1986-06-02,48228
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,40000
429761,Gadiel,Auyong,Engineer,1986-06-02,55014
423171,Francesca,Mandell,Staff,1986-06-02,60469
285758,Maha,Ritzmann,Engineer,1986-06-02,40000
445970,Chuanti,Polajnar,Staff,1986-06-02,49864
66945,Perry,Kusakabe,Staff,1986-06-02,74549
449835,Etsuo,Armand,Engineer,1986-06-02,71377
458238,Barton,Baumann,Assistant Engineer,1986-06-02,40000
448363,Elrique,Duclos,Engineer,1986-06-02,40000
452113,Sanjeeva,Greenaway,Technique Leader,1986-06-02,40000
76198,Toshiki,Waeselynck,Engineer,1986-06-01,50818
225364,Souichi,Merle,Technique Leader,1986-06-01,40000
291740,Tua,Bratten,Engineer,1986-06-01,46781
289172,Valeska,Angiulli,Engineer,1986-06-01,74986
448136,Garnik,Ushiama,Engineer,1986-06-01,40000
492091,Werner,Coombs,Engineer,1986-06-01,48967
16380,Zhilian,Chleq,Staff,1986-06-01,42820
441091,Muneo,Ghelli,Engineer,1986-06-01,40000
219609,Karlis,Sanella,Engineer,1986-06-01,40000
488477,Gregory,Matzel,Senior Staff,1986-06-01,40000
412459,Iara,Stroustrup,Senior Engineer,1986-06-01,61752
23835,Yoshinari,Hennings,Staff,1986-05-31,40000
67640,Gen,Glinert,Senior Staff,1986-05-31,40000
249159,Marjo,Dichev,Senior Staff,1986-05-31,69111
299753,Nikolaus,Chenoweth,Technique Leader,1986-05-31,42501
90020,Oldrich,Holburn,Engineer,1986-05-31,40000
469996,Yuping,Orlowska,Engineer,1986-05-31,43561
428851,Bilhanan,Berendt,Senior Engineer,1986-05-31,45101
494099,Waiman,Irland,Staff,1986-05-31,73599
271980,Shigenori,Angel,Staff,1986-05-31,96207
66361,Almudena,Boudaillier,Staff,1986-05-31,45648
61259,Shao,Puoti,Staff,1986-05-31,46409
234394,Kazuhide,Sichman,Staff,1986-05-31,84082
282402,Shir,Mukaidono,Staff,1986-05-31,40000
497113,Edwin,Orlowski,Staff,1986-05-31,40012
457726,Jinpo,Lortz,Staff,1986-05-31,50237
257152,Phillip,Rosenbaum,Engineer,1986-05-30,40000
489151,Percy,Hoogerwoord,Senior Engineer,1986-05-30,49644
432082,Mihalis,Rebaine,Staff,1986-05-30,40000
430128,Becky,Berztiss,Senior Staff,1986-05-30,47479
71383,Vidya,Ohori,Staff,1986-05-30,40000
496017,Faiza,Rodham,Staff,1986-05-30,50839
38697,Hercules,Warwick,Senior Engineer,1986-05-30,40000
256769,Shiv,Barbanera,Staff,1986-05-30,85369
42402,Gererd,Rosis,Engineer,1986-05-30,42261
274044,Yuchang,Erni,Assistant Engineer,1986-05-30,55056
280961,Mingsen,Pesch,Engineer,1986-05-30,52310
461957,Harjit,Biran,Staff,1986-05-29,55068
16910,Kazunori,Botman,Senior Engineer,1986-05-29,57230
240936,Shahid,Tanemo,Engineer,1986-05-29,51120
18806,Akhilish,Petereit,Staff,1986-05-29,59955
273657,Jouko,Hashii,Technique Leader,1986-05-29,40000
215371,Yahiko,Chinin,Staff,1986-05-29,91866
486393,Kristinn,Aloisi,Staff,1986-05-29,43698
290631,Yoshinari,Vieri,Senior Engineer,1986-05-29,49695
226671,Mostafa,Coullard,Senior Engineer,1986-05-29,40000
78629,Geoff,Muniz,Staff,1986-05-29,60123
55765,Kotesh,Noriega,Senior Engineer,1986-05-29,40000
408690,Vidya,Terekhov,Technique Leader,1986-05-29,40000
289619,Jiafu,Mundy,Staff,1986-05-28,56561
261337,Deniz,Leslie,Staff,1986-05-28,67343
204530,Changho,Fritzsche,Senior Staff,1986-05-28,40000
453190,Kiam,Danley,Senior Engineer,1986-05-28,40000
469434,Yuuichi,Gils,Technique Leader,1986-05-28,44314
17849,Mandell,Varker,Staff,1986-05-28,40000
70218,Stabislas,Luga,Staff,1986-05-28,47206
229137,Susanta,Prenel,Technique Leader,1986-05-28,40000
400953,Sham,Maksimenko,Engineer,1986-05-28,40000
229587,Leucio,Zucker,Engineer,1986-05-28,40000
488456,Eran,Vesna,Staff,1986-05-28,64753
46248,Leif,dAstous,Senior Engineer,1986-05-28,40000
415543,Chiranjit,Karnin,Senior Staff,1986-05-28,65860
53217,Shem,Heystek,Engineer,1986-05-27,43200
443924,Tooru,Luca,Senior Engineer,1986-05-27,55593
284056,Tze,Ambroszkiewicz,Assistant Engineer,1986-05-27,63252
453265,Kauko,Auria,Engineer,1986-05-27,56667
296003,Gay,Khamsi,Technique Leader,1986-05-27,61915
79219,Yaghout,Irland,Senior Engineer,1986-05-27,47272
277612,Lokesh,Flowers,Staff,1986-05-27,65517
470741,Gor,Rijsenbrij,Technique Leader,1986-05-26,40000
41772,Leon,Decaestecker,Staff,1986-05-26,62906
436002,Kazuyasu,Takanami,Assistant Engineer,1986-05-26,40000
73880,Katsuyuki,Gente,Assistant Engineer,1986-05-26,40000
15092,Remmert,Bahi,Senior Staff,1986-05-26,40000
496012,Takushi,Swan,Engineer,1986-05-26,40596
47299,Dmitri,Wixon,Engineer,1986-05-26,40000
488882,Kwangsub,Khalil,Engineer,1986-05-26,48769
84596,Poornachandra,Picht,Technique Leader,1986-05-26,43574
407810,Guozhong,Nastansky,Staff,1986-05-26,73865
69355,Dmitry,Borovoy,Technique Leader,1986-05-26,63416
91411,Chenyi,Keirsey,Senior Engineer,1986-05-25,57593
87160,Nevio,Gihr,Senior Engineer,1986-05-25,40000
437205,Godehard,Panangaden,Engineer,1986-05-25,43783
278996,Shigeu,Kaltofen,Engineer,1986-05-25,46309
422641,Padma,Hasham,Staff,1986-05-25,68857
298992,Kauko,Guenter,Engineer,1986-05-25,55568
200247,Chaoyi,Beznosov,Senior Staff,1986-05-25,92900
82194,Geoff,Eastman,Engineer,1986-05-25,44356
290567,Martina,Poujol,Senior Engineer,1986-05-25,40000
232294,Arie,Klerer,Engineer,1986-05-25,40000
272395,Chenyi,Kamble,Engineer,1986-05-25,61237
47414,Youjian,Ratnakar,Engineer,1986-05-24,49220
47832,Chriss,Zaccaria,Engineer,1986-05-24,66127
241973,Stevo,Ozeki,Staff,1986-05-24,40000
265540,Matt,Reistad,Staff,1986-05-24,40000
298835,True,Scallan,Engineer,1986-05-24,49675
443801,Yefim,Gopalakrishnan,Staff,1986-05-24,45440
263174,Shen,Wielonsky,Assistant Engineer,1986-05-24,54976
96059,Valter,Mandell,Engineer,1986-05-24,40000
227676,Sakthirel,Ruemmler,Staff,1986-05-24,55023
250141,Brewster,Chenney,Staff,1986-05-24,46120
79509,Vitaly,Akiyama,Staff,1986-05-24,96991
415904,Howell,Matzov,Assistant Engineer,1986-05-24,40000
223830,Huican,Biros,Engineer,1986-05-24,52074
434004,Xiahua,Haddadi,Staff,1986-05-24,55050
265040,Yuping,Choobineh,Engineer,1986-05-24,79189
438940,Mayumi,Shackell,Staff,1986-05-24,71507
247706,Goa,Sethi,Staff,1986-05-23,52775
249341,Miquel,Reinhart,Staff,1986-05-23,74912
413480,Mang,Peac,Senior Engineer,1986-05-23,45013
437824,Georg,Peral,Engineer,1986-05-23,40000
462518,Ishfaq,Stavenow,Staff,1986-05-23,53007
91516,Kolar,Bazzichi,Staff,1986-05-23,53397
205931,Renny,Escriba,Staff,1986-05-23,45032
109010,Shaibal,Yavatkar,Assistant Engineer,1986-05-23,40000
248335,Gaetan,Tibblin,Technique Leader,1986-05-23,40000
478204,Arne,Narlikar,Technique Leader,1986-05-23,40000
476628,Hinrich,Plesums,Staff,1986-05-23,54874
89825,Ingmar,Isard,Staff,1986-05-23,109757
298034,Lobel,Heusch,Staff,1986-05-23,51103
286449,Randi,Khalid,Senior Engineer,1986-05-23,40000
82668,Feipei,Menhardt,Senior Staff,1986-05-23,78317
15005,Kiam,Sadowsky,Engineer,1986-05-23,50368
442230,Anestis,Edelhoff,Engineer,1986-05-23,66004
207877,Kazunori,Bresenham,Technique Leader,1986-05-22,41387
256544,Nirmal,Gide,Engineer,1986-05-22,68952
298794,Mohit,Rothe,Staff,1986-05-22,58375
454948,Emran,Setia,Senior Staff,1986-05-22,60999
22809,Ziyad,Krupka,Engineer,1986-05-22,40000
402667,Dante,Kamble,Senior Engineer,1986-05-22,46364
55265,Luisa,Waleschkowski,Senior Engineer,1986-05-22,59415
245540,Oscal,Bresenham,Assistant Engineer,1986-05-22,40000
283227,Nagui,Sullins,Staff,1986-05-22,71496
205223,Jianhao,Chenoweth,Senior Engineer,1986-05-22,40000
450003,Malu,Merlo,Engineer,1986-05-22,42000
436225,Mani,Penz,Senior Engineer,1986-05-22,41222
496400,Naftaly,Eiter,Staff,1986-05-22,81748
208457,Pohua,Yoshimura,Senior Staff,1986-05-22,40000
44293,Sachem,Vakili,Staff,1986-05-22,40000
219436,Berto,Zambonelli,Staff,1986-05-22,43209
493026,Jiang,Swen,Engineer,1986-05-22,64696
220412,Odinaldo,Hutter,Staff,1986-05-22,40000
203627,Minghong,Bashian,Senior Staff,1986-05-22,52169
460033,Paris,Ariola,Staff,1986-05-22,97537
423693,Randi,Zweizig,Staff,1986-05-21,40380
437950,Irena,Salinas,Engineer,1986-05-21,41789
90778,Leucio,Kaiserswerth,Assistant Engineer,1986-05-21,40000
61370,Shahar,Candan,Staff,1986-05-21,64804
416204,Amalendu,Murillo,Engineer,1986-05-21,43504
230723,Shimshon,Portugali,Staff,1986-05-21,60245
72485,Hidefumi,Christianini,Staff,1986-05-21,44347
210245,Alenka,Mungall,Engineer,1986-05-21,59617
220224,Tua,Zykh,Engineer,1986-05-21,47583
487831,Urs,Lemarechal,Engineer,1986-05-21,46922
87133,Alexius,Schoegge,Senior Staff,1986-05-21,40000
432288,Yuuichi,Kroha,Senior Engineer,1986-05-21,41867
473564,Serge,Basagni,Engineer,1986-05-21,45544
203118,Aran,Lalonde,Staff,1986-05-21,40000
105222,Gaetan,Weiland,Engineer,1986-05-21,49060
251419,True,Frolund,Engineer,1986-05-21,40000
492558,Yoshimitsu,Melter,Staff,1986-05-21,40000
451270,Harngdar,Uludag,Engineer,1986-05-21,47970
498719,Cordelia,Zockler,Engineer,1986-05-21,64073
232679,Lijie,Baca,Staff,1986-05-20,40000
448282,Rosine,Peek,Engineer,1986-05-20,40000
296724,Sajjad,Osgood,Engineer,1986-05-20,65612
482093,Ramzi,Vieri,Engineer,1986-05-20,50315
239065,Akhilish,Braunmuhl,Staff,1986-05-20,70888
404962,Sven,Pena,Senior Engineer,1986-05-20,44141
476761,Baziley,Morrey,Engineer,1986-05-20,65324
484914,Weijing,Crelier,Engineer,1986-05-20,76088
267692,Vishu,Spelt,Staff,1986-05-20,50716
424461,Nitsan,Snyers,Engineer,1986-05-20,64241
494776,Bilhanan,Schmittgen,Engineer,1986-05-20,40000
31371,Feixiong,Hartvigsen,Senior Engineer,1986-05-20,40000
80520,Lijie,Crelier,Senior Engineer,1986-05-20,47245
277203,Shigeichiro,Piancastelli,Engineer,1986-05-19,63506
75416,Chanjung,Pell,Engineer,1986-05-19,40000
491212,Irene,Kleiser,Staff,1986-05-19,57048
440152,Kirk,Ertl,Staff,1986-05-19,62545
91187,Shigehito,Falby,Staff,1986-05-19,86475
293628,Zhanqiu,Danecki,Senior Engineer,1986-05-19,65766
16274,Sadun,Navazio,Staff,1986-05-19,65521
261127,Tremaine,Pena,Staff,1986-05-19,72264
97089,Magy,Georg,Engineer,1986-05-19,59183
13535,Arunas,Schlenzig,Assistant Engineer,1986-05-19,40000
256057,Shem,Khamsi,Staff,1986-05-19,66862
447656,Seongbae,Rissland,Senior Engineer,1986-05-19,40000
471300,Jaana,Rassart,Staff,1986-05-19,49134
237303,LiMin,Herbst,Senior Staff,1986-05-19,40000
231736,Sverrir,Peternell,Technique Leader,1986-05-19,40000
24855,Dung,Lund,Staff,1986-05-19,40000
475809,Parke,Stifter,Engineer,1986-05-19,71852
437523,Nahum,Vakili,Engineer,1986-05-19,42622
468354,Nishit,Kolvik,Staff,1986-05-19,43890
206639,Gad,Openshaw,Senior Engineer,1986-05-19,57678
262428,Changho,Gerlach,Staff,1986-05-19,70301
423632,Masoud,Pocchiola,Staff,1986-05-19,46103
23757,Yaghout,Ozery,Staff,1986-05-19,47056
214826,Susuma,Merey,Engineer,1986-05-19,40000
48785,Zhenhua,Pappas,Technique Leader,1986-05-18,40000
487663,Jeane,Brizzi,Assistant Engineer,1986-05-18,53162
41140,Tonny,Bail,Staff,1986-05-18,74619
25379,Eric,Mullainathan,Senior Engineer,1986-05-18,59373
228889,Mircea,Frolund,Engineer,1986-05-18,40000
211800,Remzi,Melter,Technique Leader,1986-05-18,46104
426542,Hein,Slaats,Senior Engineer,1986-05-18,40000
257845,Uriel,Stafford,Engineer,1986-05-18,50502
106435,Collette,Christ,Staff,1986-05-17,62696
483032,Anneke,Hiroyama,Engineer,1986-05-17,77430
294178,Nectarios,Luga,Engineer,1986-05-17,60278
47690,Khue,Mayerwieser,Staff,1986-05-17,40000
57898,Atilio,Pearson,Senior Engineer,1986-05-17,45633
77893,Kien,Wegerle,Engineer,1986-05-17,40000
82371,Frederique,Erev,Senior Staff,1986-05-17,69470
40398,Radhia,Szilard,Staff,1986-05-17,59898
485041,Chaitali,Bugaenko,Senior Engineer,1986-05-17,40000
470762,Ebbe,Cooke,Engineer,1986-05-17,51596
274463,Uli,Glowinski,Assistant Engineer,1986-05-17,40000
200909,Neven,Krogh,Staff,1986-05-17,76993
432106,Kirk,Thorelli,Staff,1986-05-17,57655
256299,Chikako,Middleton,Staff,1986-05-16,58177
458228,Fen,Kalloufi,Technique Leader,1986-05-16,52323
258129,Doohun,Heping,Engineer,1986-05-16,40000
90425,Masasuke,Schrift,Technique Leader,1986-05-16,54347
481894,Parke,Yurov,Engineer,1986-05-16,53681
247518,Yefim,Siprelle,Senior Engineer,1986-05-16,56006
477345,Aleksander,Linares,Staff,1986-05-16,40000
39375,Yagil,Schurmann,Staff,1986-05-16,75545
475972,Huican,Zambonelli,Staff,1986-05-16,77235
23554,Toshiki,Bail,Engineer,1986-05-16,53968
479307,Ennio,Cappelletti,Staff,1986-05-16,40786
403464,Shigenori,Bage,Staff,1986-05-16,40000
271888,Dekang,Gide,Engineer,1986-05-15,40000
290672,Randi,Bultermann,Senior Engineer,1986-05-15,40000
401903,Jingling,Kisuki,Engineer,1986-05-15,40000
416768,Yuchang,Chelton,Engineer,1986-05-15,40000
445889,Christophe,Standera,Senior Engineer,1986-05-15,40000
481715,Lene,Cesareni,Engineer,1986-05-15,40000
264212,Salvador,Lagarias,Engineer,1986-05-15,40000
482541,Teruyuki,Masaki,Senior Staff,1986-05-15,40207
87047,True,Beilner,Staff,1986-05-15,40000
95256,Xiaocheng,Hennings,Staff,1986-05-15,40000
258359,Saeed,Bresenham,Technique Leader,1986-05-15,66607
464914,Jinxi,Bolotov,Engineer,1986-05-15,40000
475054,Dipankar,Buescher,Engineer,1986-05-15,59913
93416,Naftaly,Flowers,Staff,1986-05-15,69930
417914,Brendon,Luck,Staff,1986-05-15,40000
258848,Tooru,Suermann,Engineer,1986-05-15,52858
460894,Hideyuki,Suppi,Senior Engineer,1986-05-15,43735
499474,Mohamadou,Danley,Senior Engineer,1986-05-15,52988
444034,Jackson,Bernardeschi,Staff,1986-05-15,58575
80031,Wayne,Bach,Engineer,1986-05-15,60298
207661,Hairong,Leslie,Senior Staff,1986-05-15,84931
441371,Vidya,Leppanen,Staff,1986-05-14,88673
453241,Utpal,Openshaw,Assistant Engineer,1986-05-14,51175
292777,Augustine,Schwaller,Senior Staff,1986-05-14,73180
203667,Mabry,Conia,Senior Staff,1986-05-14,40000
412547,Ulises,Facello,Engineer,1986-05-14,81594
405426,Khoa,Anily,Senior Staff,1986-05-14,41285
456440,Kersti,Stassinopoulos,Engineer,1986-05-14,40000
471332,Terresa,Bolotov,Senior Engineer,1986-05-14,42703
64572,Yinghua,Roccetti,Senior Engineer,1986-05-14,40000
28750,Guangming,Speckmann,Senior Staff,1986-05-14,56693
249567,Mostafa,Yetto,Staff,1986-05-14,46671
240871,Perry,Goldhammer,Technique Leader,1986-05-14,47586
496623,Peer,Honglei,Staff,1986-05-14,83404
61755,Trygve,Eppinger,Staff,1986-05-14,48950
42020,Nobuyoshi,Matzat,Engineer,1986-05-14,40000
478058,Collette,Akazan,Staff,1986-05-14,88043
16234,Jacopo,Basart,Staff,1986-05-14,40000
433131,Abdulla,Papastamatiou,Staff,1986-05-13,40613
224498,Mary,Khalil,Staff,1986-05-13,89315
209997,Nevin,Servi,Assistant Engineer,1986-05-13,40000
25599,Masoud,Pillow,Senior Staff,1986-05-13,82038
479038,Mitchel,Morton,Engineer,1986-05-13,62821
28344,Fan,Barriga,Staff,1986-05-13,72407
101949,Foong,Pettis,Engineer,1986-05-12,49621
206053,Tsuneo,Alblas,Staff,1986-05-12,74187
453003,Xiaoheng,Attimonelli,Engineer,1986-05-12,69444
65001,Jongsuk,Hardjono,Technique Leader,1986-05-12,52698
37075,Kwangjo,Zockler,Engineer,1986-05-12,41657
83125,Frederique,Staudhammer,Engineer,1986-05-12,47582
105878,Dhritiman,Malabarba,Engineer,1986-05-12,40000
222113,Lobel,Gilg,Staff,1986-05-12,80725
85609,Otmar,Benner,Assistant Engineer,1986-05-12,40531
264241,Shin,Chvatal,Staff,1986-05-12,55578
61347,Aram,Gerteisen,Engineer,1986-05-11,44796
91953,Nirmal,Luks,Staff,1986-05-11,64003
452541,Morris,Strandh,Staff,1986-05-11,56016
222111,Kazuhide,Honiden,Staff,1986-05-11,50290
208883,Herb,Munos,Assistant Engineer,1986-05-11,42044
94143,Bartek,Argence,Engineer,1986-05-11,40000
475475,Baruch,Lichtner,Staff,1986-05-11,56172
218183,Zsolt,Papastamatiou,Senior Staff,1986-05-11,66813
243948,Macha,Ducloy,Assistant Engineer,1986-05-11,48062
59016,Terresa,Kornyak,Engineer,1986-05-11,74095
234031,Xudong,Hitomi,Staff,1986-05-11,70814
416166,Yuriy,Rosenbaum,Staff,1986-05-11,79803
285789,Uli,Welham,Staff,1986-05-11,75992
231425,Danai,DuCasse,Engineer,1986-05-11,40000
